Date,Open,High,Low,Close,Adj Close,Volume,company,Year,date,sentiment,knn_mean,knn_imputer,Close_pct_change,sentiment_imputed,sentiment_poly
2020-02-24,364.760009765625,372.8200073242188,361.0,368.7000122070313,368.7000122070313,6936400,NFLX,2020,,,0.00708333333333334,-0.1123,-0.029906607454248963,-0.029906607454248963,-0.08808
2020-02-25,372.0,375.6499938964844,357.7200012207031,360.0899963378906,360.0899963378906,6481200,NFLX,2020,,,0.008500000000000008,0.000566666666666669,-0.023348117215914198,-0.023348117215914198,-0.04404
2020-02-26,366.30999755859375,382.0,365.0,379.239990234375,379.239990234375,8934100,NFLX,2020,2020-02-26,0.0,0.0,0.04358333333333334,0.05313105319251147,0.0,0.0
2020-02-27,371.4599914550781,391.55999755859375,370.6000061035156,371.7099914550781,371.7099914550781,10967700,NFLX,2020,2020-02-27,0.1468,0.1468,-0.2584,-0.01985288889613142,0.1468,0.1468
2020-02-28,364.2099914550781,376.7699890136719,356.79998779296875,369.0299987792969,369.0299987792969,11168600,NFLX,2020,2020-02-28,0.3182,0.3182,0.1302142857142857,-0.007209777247347478,0.3182,0.3182
2020-03-02,373.1099853515625,381.3599853515625,364.5,381.0499877929688,381.0499877929688,6997900,NFLX,2020,,,0.20655,0.28095555555555557,0.032560334082527835,0.032560334082527835,0.32894999999999996
2020-03-03,381.0299987792969,393.5199890136719,367.3999938964844,368.7699890136719,368.7699890136719,8364600,NFLX,2020,,,0.20655,0.06398333333333335,-0.03221558786181639,-0.03221558786181639,0.3397
2020-03-04,377.7699890136719,384.010009765625,370.510009765625,383.7900085449219,383.7900085449219,5487300,NFLX,2020,,,0.13516666666666668,0.020824999999999996,0.04070754055818228,0.04070754055818228,0.35045000000000004
2020-03-05,381.0,391.3999938964844,368.6400146484375,372.7799987792969,372.7799987792969,8747000,NFLX,2020,2020-03-05,0.3612,0.3612,0.04882222222222222,-0.02867972115888842,0.3612,0.3612
2020-03-06,367.7000122070313,371.30999755859375,356.8500061035156,368.9700012207031,368.9700012207031,8147200,NFLX,2020,,,0.13516666666666668,0.05687142857142858,-0.010220143018077183,-0.010220143018077183,0.23330833333333337
2020-03-09,343.8599853515625,357.4700012207031,341.7200012207031,346.489990234375,346.489990234375,7405500,NFLX,2020,,,0.13225833333333334,0.15397142857142856,-0.06085111714921031,-0.06085111714921031,0.10541666666666667
2020-03-10,356.42999267578125,364.5400085449219,347.8500061035156,364.1300048828125,364.1300048828125,7604400,NFLX,2020,,,0.052708333333333336,-0.12801428571428572,0.050866664566583134,0.050866664566583134,-0.02247500000000001
2020-03-11,358.9200134277344,362.9800109863281,344.7900085449219,349.9200134277344,349.9200134277344,6036000,NFLX,2020,2020-03-11,-0.15036666666666668,-0.15036666666666668,0.041220000000000014,-0.03900470199045357,-0.15036666666666668,-0.15036666666666668
2020-03-12,326.5,335.7200012207031,307.32000732421875,315.25,315.25,12071600,NFLX,2020,2020-03-12,0.0,0.0,0.12011428571428572,-0.09875687631782633,0.0,0.0
2020-03-13,330.510009765625,336.4200134277344,307.3900146484375,336.29998779296875,336.29998779296875,9458200,NFLX,2020,,,0.07680555555555556,-0.009528571428571426,0.06667330484982341,0.06667330484982341,0.0
2020-03-16,306.6300048828125,334.3500061035156,294.75,298.8399963378906,298.8399963378906,10559900,NFLX,2020,,,0.07327222222222222,-0.15415714285714285,-0.11093021268774773,-0.11093021268774773,0.0
2020-03-17,306.19000244140625,322.8999938964844,290.25,319.75,319.75,10013900,NFLX,2020,2020-03-17,0.0,0.0,0.12047,0.06985659992940048,0.0,0.0
2020-03-18,302.3999938964844,331.5799865722656,300.0,315.4700012207031,315.4700012207031,12593600,NFLX,2020,2020-03-18,0.25,0.25,0.18224444444444446,-0.013384654202649976,0.25,0.25
2020-03-19,324.3299865722656,348.510009765625,316.82000732421875,332.0299987792969,332.0299987792969,10616000,NFLX,2020,,,0.06280476190476192,0.0719,0.052444935314548545,0.052444935314548545,0.125
2020-03-20,342.3099975585937,350.489990234375,332.0,332.8299865722656,332.8299865722656,10853800,NFLX,2020,2020-03-20,0.0,0.0,-0.11256,0.002409379417227454,0.0,0.0
2020-03-23,347.8900146484375,366.1099853515625,340.8800048828125,360.2699890136719,360.2699890136719,13449400,NFLX,2020,2020-03-23,0.34,0.34,0.093875,0.08225821391877897,0.34,0.34
2020-03-24,369.989990234375,372.9299926757813,353.0299987792969,357.32000732421875,357.32000732421875,11638700,NFLX,2020,2020-03-24,0.0,0.0,0.23828333333333332,-0.00818806964655393,0.0,0.0
2020-03-25,361.0199890136719,362.0,339.1700134277344,342.3900146484375,342.3900146484375,8767200,NFLX,2020,,,0.01870000000000001,0.185475,-0.041758955479723255,-0.041758955479723255,0.0
2020-03-26,344.0,363.8399963378906,341.7300109863281,362.989990234375,362.989990234375,7229600,NFLX,2020,,,0.01870000000000001,0.147775,0.06009274316457299,0.06009274316457299,0.0
2020-03-27,359.0899963378906,368.55999755859375,353.0,357.1199951171875,357.1199951171875,7948800,NFLX,2020,2020-03-27,0.0,0.0,-0.15515,-0.01616982187838943,0.0,0.0
2020-03-30,363.0,377.7999877929688,361.1700134277344,370.9599914550781,370.9599914550781,8622000,NFLX,2020,2020-03-30,-0.4404,-0.4404,-0.0178,0.038735080315032665,-0.4404,-0.4404
2020-03-31,367.9299926757813,383.010009765625,366.4400024414063,375.5,375.5,9366500,NFLX,2020,2020-03-31,0.0,0.0,0.09833333333333334,0.01223792859817329,0.0,0.0
2020-04-01,376.0499877929688,380.2300109863281,361.0199890136719,364.0799865722656,364.0799865722656,6672500,NFLX,2020,,,-0.08808,-0.2318,-0.030403445510641103,-0.030403445510641103,0.0
2020-04-02,364.0799865722656,370.989990234375,360.0599975585937,370.0799865722656,370.0799865722656,4592500,NFLX,2020,2020-04-02,0.0,0.0,-0.0797,0.016478403390412337,0.0,0.0
2020-04-03,367.4700012207031,370.8999938964844,357.510009765625,361.760009765625,361.760009765625,4860800,NFLX,2020,,,-0.005525000000000002,0.0,-0.022477776955244787,-0.022477776955244787,-0.002849999999999997
2020-04-06,365.2200012207031,380.2900085449219,361.7099914550781,379.9599914550781,379.9599914550781,8183900,NFLX,2020,,,-0.015671428571428576,0.3612,0.05026714314712639,0.05026714314712639,-0.005699999999999994
2020-04-07,380.0,381.3299865722656,369.3399963378906,372.2799987792969,372.2799987792969,7046400,NFLX,2020,,,0.08301428571428571,-0.20972,-0.02020988296340689,-0.02020988296340689,-0.008549999999999992
2020-04-08,374.010009765625,378.3900146484375,368.30999755859375,371.1199951171875,371.1199951171875,6908900,NFLX,2020,,,0.20432857142857144,0.007266666666666681,-0.0031159340059295645,-0.0031159340059295645,-0.011399999999999988
2020-04-09,371.05999755859375,372.1000061035156,363.0299987792969,370.7200012207031,370.7200012207031,7711300,NFLX,2020,2020-04-09,-0.014249999999999985,-0.014249999999999985,0.2202,-0.0010778016459956135,-0.014249999999999985,-0.014249999999999985
2020-04-13,371.30999755859375,400.510009765625,367.7000122070313,396.7200012207031,396.7200012207031,11692900,NFLX,2020,2020-04-13,0.4215,0.4215,0.21075,0.07001902908622677,0.4215,0.4215
2020-04-14,397.5,417.8200073242188,394.8500061035156,413.5499877929688,413.5499877929688,11581000,NFLX,2020,2020-04-14,-0.07655,-0.07655,0.30555,0.042397402430690324,-0.07655,-0.07655
2020-04-15,413.0,434.9800109863281,412.25,426.75,426.75,13561200,NFLX,2020,2020-04-15,0.6908,0.6908,0.5423,0.03190794743132761,0.6908,0.6908
2020-04-16,437.0,449.5199890136719,431.6099853515625,439.1700134277344,439.1700134277344,16128700,NFLX,2020,2020-04-16,0.4088,0.4088,0.09545,0.029095507724286394,0.4088,0.4088
2020-04-17,431.0,432.0,414.7000122070313,422.9599914550781,422.9599914550781,12616300,NFLX,2020,2020-04-17,0.00583333333333332,0.00583333333333332,0.30632499999999996,-0.03689383159738886,0.00583333333333332,0.00583333333333332
2020-04-20,435.1700134277344,444.489990234375,430.55999755859375,437.489990234375,437.489990234375,12655800,NFLX,2020,2020-04-20,-0.2732,-0.2732,0.0,0.0343396206998843,-0.2732,-0.2732
2020-04-21,444.7699890136719,447.0,425.6000061035156,433.8299865722656,433.8299865722656,23177600,NFLX,2020,2020-04-21,0.05903846153846155,0.05903846153846155,-0.10846,-0.008365718896703183,0.05903846153846155,0.05903846153846155
2020-04-22,429.7300109863281,433.0,413.0,421.4200134277344,421.4200134277344,21084800,NFLX,2020,2020-04-22,-0.06358333333333334,-0.06358333333333334,-0.0013,-0.028597814090908447,-0.06358333333333334,-0.06358333333333334
2020-04-23,419.260009765625,438.4100036621094,419.260009765625,426.7000122070313,426.7000122070313,13952300,NFLX,2020,2020-04-23,0.4728,0.4728,0.19744666666666666,0.012528409539482253,0.4728,0.4728
2020-04-24,425.0,427.1700134277344,415.8800048828125,424.989990234375,424.989990234375,8658900,NFLX,2020,,,0.1833431623931624,0.17,-0.004007529339614102,-0.004007529339614102,0.4017666666666666
2020-04-27,425.0,429.0,420.8399963378906,421.3800048828125,421.3800048828125,6277500,NFLX,2020,,,0.1551610576923077,0.26037809523809524,-0.008494078951137067,-0.008494078951137067,0.3307333333333333
2020-04-28,419.989990234375,421.0,402.9100036621094,403.8299865722656,403.8299865722656,10101200,NFLX,2020,2020-04-28,0.2597,0.2597,0.16469361111111114,-0.041624845832199504,0.2597,0.2597
2020-04-29,399.5299987792969,415.8599853515625,393.6000061035156,411.8900146484375,411.8900146484375,9693100,NFLX,2020,2020-04-29,0.34030000000000005,0.34030000000000005,0.0,0.019956313918627316,0.34030000000000005,0.34030000000000005
2020-04-30,410.30999755859375,424.4400024414063,408.0,419.8500061035156,419.8500061035156,7954000,NFLX,2020,2020-04-30,0.4404,0.4404,0.27814,0.019323121136316533,0.4404,0.4404
2020-05-01,415.1000061035156,427.9700012207031,411.7300109863281,415.2699890136719,415.2699890136719,8299900,NFLX,2020,,,0.45511666666666667,0.28595,-0.010908265710033954,-0.010908265710033954,0.4571333333333333
2020-05-04,417.7799987792969,428.5400085449219,414.8699951171875,428.1499938964844,428.1499938964844,7799100,NFLX,2020,,,0.45158000000000004,0.098315,0.031006036224508596,0.031006036224508596,0.47386666666666666
2020-05-05,427.55999755859375,431.0,421.55999755859375,424.6799926757813,424.6799926757813,6286300,NFLX,2020,2020-05-05,0.49060000000000004,0.49060000000000004,0.0,-0.008104461745379264,0.49060000000000004,0.49060000000000004
2020-05-06,429.2999877929688,439.7699890136719,426.3900146484375,434.260009765625,434.260009765625,6660700,NFLX,2020,,,0.4179833333333334,0.0,0.022554376432567427,0.022554376432567427,0.60875
2020-05-07,436.8900146484375,438.8800048828125,430.6600036621094,436.5299987792969,436.5299987792969,5641900,NFLX,2020,2020-05-07,0.7269,0.7269,0.1027,0.0052272101681515625,0.7269,0.7269
2020-05-08,434.1400146484375,442.0,433.6400146484375,435.5499877929688,435.5499877929688,5049300,NFLX,2020,,,0.47697500000000004,0.10115,-0.002244998837746294,-0.002244998837746294,0.607675
2020-05-11,436.3299865722656,444.8900146484375,435.55999755859375,440.5199890136719,440.5199890136719,5486000,NFLX,2020,,,0.4891666666666667,0.0,0.011410367719573131,0.011410367719573131,0.48845
2020-05-12,442.0,444.1700134277344,431.3599853515625,431.8200073242188,431.8200073242188,4598200,NFLX,2020,,,0.41855,-0.0032250000000000056,-0.019746778758925786,-0.019746778758925786,0.369225
2020-05-13,435.6900024414063,447.0,427.2699890136719,438.2699890136719,438.2699890136719,7014600,NFLX,2020,2020-05-13,0.25,0.25,0.29377142857142857,0.014935625830470842,0.25,0.25
2020-05-14,444.8999938964844,452.3800048828125,432.8200073242188,441.9500122070313,441.9500122070313,9007500,NFLX,2020,,,0.17307999999999998,0.15938000000000002,0.008396506267412875,0.008396506267412875,0.239175
2020-05-15,440.7000122070313,455.0,437.510009765625,454.1900024414063,454.1900024414063,7244000,NFLX,2020,,,0.17307999999999998,-0.0172,0.027688338841944164,0.027688338841944164,0.22835
2020-05-18,451.1600036621094,456.3599853515625,443.3500061035156,452.5799865722656,452.5799865722656,7773500,NFLX,2020,,,0.034625,0.0,-0.003544792084557159,-0.003544792084557159,0.217525
2020-05-19,453.3999938964844,458.9700012207031,450.4700012207031,451.0400085449219,451.0400085449219,4810500,NFLX,2020,2020-05-19,0.2067,0.2067,0.15797566666666668,-0.0034026517515285573,0.2067,0.2067
2020-05-20,454.25,455.80999755859375,444.0,447.6700134277344,447.6700134277344,5607300,NFLX,2020,2020-05-20,0.0,0.0,0.34230000000000005,-0.00747147114401971,0.0,0.0
2020-05-21,448.55999755859375,448.9599914550781,430.25,436.25,436.25,9117300,NFLX,2020,2020-05-21,-0.3182,-0.3182,0.21075,-0.02550435928545182,-0.3182,-0.3182
2020-05-22,437.0,439.0899963378906,427.1799926757813,429.3200073242188,429.3200073242188,5422300,NFLX,2020,,,0.06242500000000001,0.2790702222222222,-0.015884033967503812,-0.015884033967503812,-0.18231999999999998
2020-05-26,427.7699890136719,428.5,413.1400146484375,414.7699890136719,414.7699890136719,7881100,NFLX,2020,,,0.13614,0.21756666666666666,-0.03387787653671095,-0.03387787653671095,-0.04643999999999998
2020-05-27,410.3800048828125,420.0199890136719,397.8599853515625,419.8900146484375,419.8900146484375,10446300,NFLX,2020,,,0.13614,0.055166666666666676,0.012343625918146839,0.012343625918146839,0.08944000000000005
2020-05-28,417.239990234375,422.3699951171875,411.5,413.4400024414063,413.4400024414063,5655100,NFLX,2020,,,0.13614,0.098315,-0.01535998642837541,-0.01535998642837541,0.22532000000000005
2020-05-29,417.4599914550781,420.2999877929688,411.8500061035156,419.7300109863281,419.7300109863281,5254900,NFLX,2020,2020-05-29,0.3612,0.3612,0.06404556550156296,0.015212662673832391,0.3612,0.3612
2020-06-01,418.8299865722656,426.7200012207031,415.9800109863281,425.9200134277344,425.9200134277344,3743700,NFLX,2020,,,0.158,0.39185000000000003,0.014746512190004949,0.014746512190004949,0.3961
2020-06-02,425.8699951171875,427.5899963378906,419.4599914550781,427.30999755859375,427.30999755859375,3494800,NFLX,2020,2020-06-02,0.431,0.431,-0.06837466666666667,0.0032634747193293705,0.431,0.431
2020-06-03,426.9500122070313,427.1000061035156,418.0499877929688,421.9700012207031,421.9700012207031,4316000,NFLX,2020,,,0.3961,0.0018271428571428688,-0.012496123199796691,-0.012496123199796691,0.3694285714285714
2020-06-04,422.3900146484375,428.7099914550781,410.0299987792969,414.3299865722656,414.3299865722656,5410500,NFLX,2020,,,0.26406666666666667,-0.4215,-0.01810360903752592,-0.01810360903752592,0.30785714285714283
2020-06-05,407.2900085449219,420.239990234375,404.25,419.6000061035156,419.6000061035156,5099600,NFLX,2020,,,0.26406666666666667,-0.2732,0.012718691674100955,0.012718691674100955,0.24628571428571427
2020-06-08,416.0,420.7999877929688,406.5,419.489990234375,419.489990234375,5851500,NFLX,2020,,,0.26406666666666667,0.0,-0.0002621922426580776,-0.0002621922426580776,0.1847142857142857
2020-06-09,421.6499938964844,434.7300109863281,420.30999755859375,434.0499877929688,434.0499877929688,6797000,NFLX,2020,,,0.2155,0.0,0.03469487686769452,0.03469487686769452,0.12314285714285714
2020-06-10,436.0,439.6900024414063,430.5499877929688,434.4800109863281,434.4800109863281,4896900,NFLX,2020,,,0.14366666666666666,0.3182,0.0009907224162178584,0.0009907224162178584,0.06157142857142857
2020-06-11,428.2000122070313,445.5700073242188,424.1600036621094,425.55999755859375,425.55999755859375,7462900,NFLX,2020,2020-06-11,0.0,0.0,-0.08475,-0.02052743548465462,0.0,0.0
2020-06-12,429.0,434.05999755859375,412.4500122070313,418.0700073242188,418.0700073242188,6461100,NFLX,2020,,,0.0,-0.015950000000000002,-0.01759849839968473,-0.01759849839968473,0.0
2020-06-15,421.3999938964844,426.489990234375,415.4200134277344,425.5,425.5,4467900,NFLX,2020,,,0.0,0.4404,0.017770254727420293,0.017770254727420293,0.0
2020-06-16,425.760009765625,437.9599914550781,425.1799926757813,436.1300048828125,436.1300048828125,5507900,NFLX,2020,,,0.0,0.16460499999999997,0.02497718911886121,0.02497718911886121,0.0
2020-06-17,441.8200073242188,450.4599914550781,439.2200012207031,447.7699890136719,447.7699890136719,6529600,NFLX,2020,2020-06-17,0.0,0.0,0.0256,0.02668291794783549,0.0,0.0
2020-06-18,448.7300109863281,452.760009765625,442.7999877929688,449.8699951171875,449.8699951171875,4277600,NFLX,2020,,,0.0,0.07229999999999999,0.004689887125927067,0.004689887125927067,0.008122727272727271
2020-06-19,449.1199951171875,453.9700012207031,445.6000061035156,453.7200012207031,453.7200012207031,5934500,NFLX,2020,,,0.0,0.20352857142857145,0.008557832610480758,0.008557832610480758,0.016245454545454542
2020-06-22,455.010009765625,468.5899963378906,454.2099914550781,468.0400085449219,468.0400085449219,6272100,NFLX,2020,,,0.0,0.0768666666666667,0.03155085598058521,0.03155085598058521,0.024368181818181813
2020-06-23,466.5,474.010009765625,464.5,466.260009765625,466.260009765625,5948400,NFLX,2020,,,0.0,0.031200000000000006,-0.003803072739889191,-0.003803072739889191,0.032490909090909084
2020-06-24,468.5400085449219,472.3599853515625,454.0,457.8500061035156,457.8500061035156,4826200,NFLX,2020,,,0.0,-0.15634,-0.01803519832452879,-0.01803519832452879,0.04061363636363636
2020-06-25,458.8599853515625,467.010009765625,454.0,465.9100036621094,465.9100036621094,4134500,NFLX,2020,,,0.04467499999999999,0.001674999999999996,0.017602194939750883,0.017602194939750883,0.048736363636363626
2020-06-26,466.3900146484375,468.0299987792969,442.239990234375,443.3999938964844,443.3999938964844,6804700,NFLX,2020,,,0.08934999999999998,0.59035,-0.04827651534905743,-0.04827651534905743,0.0568590909090909
2020-06-29,445.2300109863281,447.6700134277344,432.1400146484375,447.239990234375,447.239990234375,4844000,NFLX,2020,,,0.33262499999999995,0.09759999999999999,0.008660127180270396,0.008660127180270396,0.06498181818181817
2020-06-30,450.0199890136719,457.5899963378906,447.0,455.0400085449219,455.0400085449219,4198500,NFLX,2020,,,0.4743833333333333,0.13816,0.017438573796696045,0.017438573796696045,0.07310454545454545
2020-07-01,454.0,488.2300109863281,454.0,485.6400146484375,485.6400146484375,9705900,NFLX,2020,,,0.4743833333333333,0.07324527777777781,0.06714566409601248,0.06714566409601248,0.08122727272727272
2020-07-02,485.6400146484375,492.2799987792969,475.5299987792969,476.8900146484375,476.8900146484375,6351500,NFLX,2020,2020-07-02,0.08934999999999998,0.08934999999999998,0.575,-0.018015511540943056,0.08934999999999998,0.08934999999999998
2020-07-06,480.7699890136719,499.5,479.7999877929688,493.80999755859375,493.80999755859375,7839000,NFLX,2020,,,0.42995000000000005,0.3349066666666667,0.03546496305277587,0.03546496305277587,0.33262499999999995
2020-07-07,497.30999755859375,504.8200073242188,490.8299865722656,493.1600036621094,493.1600036621094,5669900,NFLX,2020,2020-07-07,0.5759,0.5759,0.1646936111111111,-0.0013162826275381749,0.5759,0.5759
2020-07-08,498.5799865722656,505.1000061035156,493.80999755859375,502.7799987792969,502.7799987792969,5691700,NFLX,2020,2020-07-08,0.7579,0.7579,0.22736666666666663,0.019504369861804153,0.7579,0.7579
2020-07-09,508.3999938964844,510.0,495.7799987792969,507.760009765625,507.760009765625,5840500,NFLX,2020,,,0.2917633333333334,0.3107666666666667,0.009904626566485502,0.009904626566485502,0.5272749999999999
2020-07-10,519.72998046875,555.8800048828125,511.2799987792969,548.72998046875,548.72998046875,21605600,NFLX,2020,2020-07-10,0.29664999999999997,0.29664999999999997,0.08825533333333332,0.08051301637023077,0.29664999999999997,0.29664999999999997
2020-07-13,567.97998046875,575.3699951171875,520.9600219726562,525.5,525.5,18399000,NFLX,2020,,,0.25531857142857145,0.3024,-0.042308810968466115,-0.042308810968466115,0.14832499999999998
2020-07-14,517.0800170898438,525.5,490.489990234375,524.8800048828125,524.8800048828125,15083300,NFLX,2020,2020-07-14,0.0,0.0,-0.1406,-0.0011798188953668922,0.0,0.0
2020-07-15,516.2999877929688,529.0,510.1799926757813,523.260009765625,523.260009765625,10066700,NFLX,2020,,,0.17964000000000002,0.378575,-0.003086400621381004,-0.003086400621381004,0.015389999999999997
2020-07-16,526.47998046875,535.5399780273438,504.3599853515625,527.3900146484375,527.3900146484375,24499000,NFLX,2020,2020-07-16,0.030779999999999995,0.030779999999999995,0.07594083333333336,0.007892671035018462,0.030779999999999995,0.030779999999999995
2020-07-17,494.8699951171875,503.5899963378906,484.1400146484375,492.989990234375,492.989990234375,24991400,NFLX,2020,2020-07-17,0.03665000000000001,0.03665000000000001,0.23745,-0.06513456984956498,0.03665000000000001,0.03665000000000001
