Date,Open,High,Low,Close,Adj Close,Volume,company,Year,sentiment,knn_mean,knn_imputer,Close_pct_change,sentiment_imputed,sentiment_poly
2019-12-31,92.0999984741211,92.66300201416016,91.61150360107422,92.39199829101562,92.39199829101562,50130000,AMZN,2019,,0.39943333333333336,-0.03241333333333333,,0.027143940912895254,
2020-01-02,93.75,94.90049743652344,93.2074966430664,94.90049743652344,94.90049743652344,80580000,AMZN,2020,,0.29957500000000004,0.32928999999999997,0.027143940912895254,0.027143940912895254,
2020-01-03,93.2249984741211,94.30999755859376,93.2249984741211,93.74849700927734,93.74849700927734,75288000,AMZN,2020,0.0,0.0,0.0,-0.012138438437209543,0.0,0.0
2020-01-06,93.0,95.18450164794922,93.0,95.1439971923828,95.1439971923828,81236000,AMZN,2020,0.4404,0.4404,0.4404,0.014884474577909507,0.4404,0.4404
2020-01-07,95.2249984741211,95.69450378417967,94.60199737548828,95.34300231933594,95.34300231933594,80898000,AMZN,2020,0.7579,0.7579,0.7579,0.0020916173654516386,0.7579,0.7579
2020-01-08,94.9020004272461,95.5500030517578,94.3219985961914,94.59850311279295,94.59850311279295,70160000,AMZN,2020,,0.2795666666666667,0.19642666666666667,-0.007808481554904293,-0.007808481554904293,0.37895
2020-01-09,95.49449920654295,95.89099884033205,94.79000091552734,95.05249786376952,95.05249786376952,63346000,AMZN,2020,0.0,0.0,0.0,0.004799137941817503,0.0,0.0
2020-01-10,95.26850128173828,95.34700012207033,94.0,94.15799713134766,94.15799713134766,57074000,AMZN,2020,0.0387,0.0387,0.0387,-0.009410319013148769,0.0387,0.0387
2020-01-13,94.56549835205078,94.9000015258789,94.04000091552734,94.56500244140624,94.56500244140624,55616000,AMZN,2020,,0.20967500000000003,0.06767,0.004322551323899495,0.004322551323899495,0.23955
2020-01-14,94.29399871826172,94.35549926757812,92.92749786376952,93.47200012207033,93.47200012207033,68818000,AMZN,2020,0.4404,0.4404,0.4404,-0.011557697049686901,0.4404,0.4404
2020-01-15,93.6125030517578,93.94300079345705,92.75450134277344,93.10099792480467,93.10099792480467,57932000,AMZN,2020,,0.2061666666666667,0.28807,-0.003969105705895586,-0.003969105705895586,0.2202
2020-01-16,94.14949798583984,94.27950286865234,93.3010025024414,93.89700317382812,93.89700317382812,53190000,AMZN,2020,0.0,0.0,0.0,0.008549702700063985,0.0,0.0
2020-01-17,94.29450225830078,94.33200073242188,92.8625030517578,93.23600006103516,93.23600006103516,79946000,AMZN,2020,,0.07985,0.24121,-0.007039545156857342,-0.007039545156857342,0.0
2020-01-21,93.25,94.7135009765625,93.0,94.5999984741211,94.5999984741211,74156000,AMZN,2020,0.0,0.0,0.0,0.014628481611272415,0.0,0.0
2020-01-22,94.80449676513672,95.125,94.16699981689452,94.3730010986328,94.3730010986328,64326000,AMZN,2020,,0.08808,0.22677,-0.002399544857075779,-0.002399544857075779,0.0
2020-01-23,94.25550079345705,94.4990005493164,93.63800048828124,94.22899627685548,94.22899627685548,49692000,AMZN,2020,,0.15527941176470586,-0.03241333333333333,-0.0015259100413658707,-0.0015259100413658707,0.0
