meta_lstm,amzn_lstm,aapl_lstm,nflx_lstm,goog_lstm,meta_recursive,amzn_recursive,aapl_recursive,nflx_recursive,goog_recursive
266.2987,158.60333,121.9179,515.0546,83.73606,266.9600524902338,170.27949523925787,127.72503280639651,525.6398315429688,97.43080838521321
265.11914,158.40587,127.4963,514.12646,83.28981,262.43005371093693,169.42349243164068,127.72503280639651,533.06982421875,97.61830838521321
266.571,157.72464,126.35958,502.12396,84.02151,269.25006103515557,165.08949279785162,128.8800315856934,543.6998291015625,99.95797411600748
266.6583,157.86223,125.18723,504.03104,84.030716,263.5200653076165,164.4424896240235,128.0500297546387,555.3398132324219,98.46480751037596
270.90527,160.29765,131.1888,503.35312,85.94622,266.6900634765618,161.8824844360352,126.2375297546387,557.4398193359375,98.88730812072752
276.16788,162.15273,127.2272,516.9506,84.80177,271.9800720214837,158.60749053955084,124.75002670288089,561.2898254394531,98.10314114888507
272.64453,160.6255,126.39183,510.14893,83.77014,272.55007934570244,156.9424896240235,124.4825248718262,575.6098327636719,98.1583105723063
