Date,Open,High,Low,Close,Adj Close,Volume,company,Year,sentiment,knn_mean,knn_imputer,Close_pct_change,sentiment_imputed,sentiment_poly
2019-12-31,72.48249816894531,73.41999816894531,72.37999725341797,73.4124984741211,71.52082061767578,100805600,AAPL,2019,,0.25321166666666667,0.095975,,0.376125,
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.15264892578125,135480400,AAPL,2020,0.376125,0.376125,0.376125,0.02281236147652831,0.376125,0.376125
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.44145965576172,146322800,AAPL,2020,0.10383333333333333,0.10383333333333333,0.10383333333333333,-0.00972172922909043,0.10383333333333333,0.10383333333333333
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,73.0186767578125,118387200,AAPL,2020,0.7793,0.7793,0.7793,0.007968076581072672,0.7793,0.7793
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.67527770996094,108872000,AAPL,2020,0.06936666666666667,0.06936666666666667,0.06936666666666667,-0.004703011362472632,0.06936666666666667,0.06936666666666667
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.84435272216797,132079200,AAPL,2020,-0.06256666666666667,-0.06256666666666667,-0.06256666666666667,0.016084900872619934,-0.06256666666666667,-0.06256666666666667
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.41287994384766,170108400,AAPL,2020,0.1531,0.1531,0.1531,0.021237620131496302,0.1531,0.1531
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.58334350585938,140644800,AAPL,2020,0.426825,0.426825,0.426825,0.0022606998221509867,0.426825,0.426825
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.1981430053711,121532000,AAPL,2020,0.02695,0.02695,0.02695,0.02136112083501479,0.02695,0.02695
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.15571594238281,161954400,AAPL,2020,0.27295,0.27295,0.27295,-0.013502457021228315,0.27295,0.27295
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.82936096191406,121923600,AAPL,2020,0.2705285714285714,0.2705285714285714,0.2705285714285714,-0.004285493686912163,0.2705285714285714,0.2705285714285714
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.77922058105469,108829200,AAPL,2020,-0.11315,-0.11315,-0.11315,0.012525823758595175,-0.11315,-0.11315
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.62923431396484,137816400,AAPL,2020,0.04700000000000001,0.04700000000000001,0.04700000000000001,0.011070543966433137,0.04700000000000001,0.04700000000000001
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,77.10316467285156,110843200,AAPL,2020,0.0,0.0,0.0,-0.006776803316759274,0.0,0.0
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.37837982177734,101832400,AAPL,2020,,0.11359851148851147,0.15797566666666668,0.003569510873955076,0.003569510873955076,0.07945
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.75102996826172,104472000,AAPL,2020,0.1589,0.1589,0.1589,0.00481582276503091,0.1589,0.1589
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.5269546508789,146537600,AAPL,2020,0.0,0.0,0.0,-0.002881968639960885,0.0,0.0
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,75.24725341796875,161940000,AAPL,2020,0.12506,0.12506,0.12506,-0.02939677859223832,0.12506,0.12506
